"state","startdate","enddate","pollster","grade","samplesize","rawpoll_clinton","rawpoll_trump","rawpoll_johnson","poll_id","result","grade_value","actual_clinton","actual_trump","actual_johnson","actual_other","predicted","is_correct","duration","is_national","end_date_to_election","error"
"Pennsylvania","10/7/2016","10/11/2016","Selzer & Company","A+",806,48,39,6,46776,"Trump",12,47.6491459868307,48.7921070761378,2.38945466136537,1.16929227566609,"Clinton",FALSE,4,FALSE,29,4.58450214264725
"North Carolina","10/23/2016","10/27/2016","Elon University","B+",535,42,41.2,2.6,47937,"Trump",9,46.702398610986,50.5371564051271,2.76044498388693,6.21724893790088e-15,"Clinton",FALSE,4,FALSE,13,4.73333333333334
"Kentucky","10/25/2016","10/30/2016","Western Kentucky University","C+",602,37,54,1,47938,"Trump",6,32.6947933445152,62.5442328109451,2.79455698558658,1.9664168589531,"Trump",TRUE,5,FALSE,10,4.88133215067214
"New Hampshire","10/23/2016","10/25/2016","Emerson College","B",600,46,43,6,47652,"Clinton",8,47.6194185051883,47.2522607462307,0,5.12832074858097,"Clinton",TRUE,2,FALSE,15,3.95722641713968
"Arizona","10/29/2016","10/30/2016","Data Orbital","",550,41,45,3,47994,"Trump",NA,45.3871175726315,49.5030565102942,3.88552508471454,1.22430083235974,"Trump",TRUE,1,FALSE,10,3.25856638921342
"Pennsylvania","10/25/2016","10/26/2016","Emerson College","B",550,48,43,6,47654,"Trump",8,47.6491459868307,48.7921070761378,2.38945466136537,1.16929227566609,"Clinton",FALSE,1,FALSE,14,3.25116880931392
"Idaho","10/23/2016","10/24/2016","Rasmussen Reports/Pulse Opinion Research","C+",750,29,48,6,47609,"Trump",6,27.5599177606486,59.1656919511504,4.10557440409163,9.16881588410936,"Trump",TRUE,1,FALSE,16,4.83339992880339
"Utah","10/23/2016","10/24/2016","Rasmussen Reports/Pulse Opinion Research","C+",750,28,32,4,47525,"Trump",6,27.7176079770909,46.2765587365115,3.30438777549909,22.7014455108985,"Trump",TRUE,1,FALSE,16,5.08485432797382
"U.S.","10/12/2016","10/16/2016","CBS News/New York Times","A-",778,47,38,8,46954,"Trump",10,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,4,TRUE,24,4.94121841136307
"Massachusetts","10/24/2016","10/26/2016","Suffolk University","B+",500,57,25,4,47614,"Clinton",9,60.7999118683992,33.5156617714637,4.2327924442006,1.45163391593644,"Clinton",TRUE,2,FALSE,14,4.18278869468785
"North Carolina","10/14/2016","10/16/2016","SurveyUSA","A",651,46,44,6,47057,"Trump",11,46.702398610986,50.5371564051271,2.76044498388693,6.21724893790088e-15,"Clinton",FALSE,2,FALSE,24,3.49303667740872
"Utah","10/12/2016","10/14/2016","YouGov","B",951,20,37,7,46866,"Trump",8,27.7176079770909,46.2765587365115,3.30438777549909,22.7014455108985,"Trump",TRUE,2,FALSE,26,6.89659297936777
"Massachusetts","10/25/2016","10/31/2016","SurveyMonkey","C-",796,58,29,7,47904,"Clinton",4,60.7999118683992,33.5156617714637,4.2327924442006,1.45163391593644,"Clinton",TRUE,6,FALSE,9,3.36092706522079
"Florida","10/26/2016","10/27/2016","Emerson College","B",500,46,45,4,47756,"Trump",8,47.7880523077743,49.0639997869337,2.19465736277199,0.953290542520036,"Clinton",FALSE,1,FALSE,13,2.55246491064532
"New Hampshire","10/22/2016","10/25/2016","Monmouth University","A+",401,46,42,7,47528,"Clinton",12,47.6194185051883,47.2522607462307,0,5.12832074858097,"Clinton",TRUE,3,FALSE,15,4.62389308380634
"New York","10/13/2016","10/17/2016","Siena College","A",611,54,30,5,47059,"Clinton",11,53.520733300453,42.4515677991259,2.61212931326802,1.41556958715306,"Clinton",TRUE,4,FALSE,23,5.10623506180165
"North Carolina","10/10/2016","10/15/2016","CNN/Opinion Research Corp.","A-",788,48,47,4,46883,"Trump",10,46.702398610986,50.5371564051271,2.76044498388693,6.21724893790088e-15,"Clinton",FALSE,5,FALSE,25,2.02477093675138
"Maine","10/24/2016","10/26/2016","Maine People's Resource Center","C",812,42,37,9,47997,"Clinton",5,47.8555727867305,45.1537994740746,5.09257636032634,1.89805137886858,"Clinton",TRUE,2,FALSE,14,5.97226530015958
"Louisiana","10/17/2016","10/19/2016","Mason-Dixon Polling & Research, Inc.","B+",625,34,54,2,47155,"Trump",9,38.4417482334054,58.0967026855393,0,3.46154908105528,"Trump",TRUE,2,FALSE,21,3.51281697298157
"Minnesota","10/25/2016","10/31/2016","SurveyMonkey","C-",773,46,37,9,47906,"Clinton",4,46.8616830864311,45.360347880472,3.87271447988687,3.90525455321005,"Clinton",TRUE,6,FALSE,9,4.78310549567207
"Ohio","10/10/2016","10/15/2016","CNN/Opinion Research Corp.","A-",774,44,48,4,46885,"Trump",10,43.5085284753525,52.0521764113272,3.16594355911627,1.27335155420396,"Trump",TRUE,5,FALSE,25,1.79256812561947
"Nevada","10/12/2016","10/14/2016","YouGov","B",996,46,40,4,46867,"Clinton",8,48.4521090402887,44.8878016695724,3.36067900150018,3.29941028863871,"Clinton",TRUE,2,FALSE,26,2.65974390278698
"Washington","10/25/2016","10/31/2016","SurveyMonkey","C-",745,53,34,7,47930,"Clinton",4,55.0233683188114,37.8002882146734,4.76808885982145,2.40825460669369,"Clinton",TRUE,6,FALSE,9,2.68518922455447
"Ohio","10/10/2016","10/12/2016","Marist College","A",724,41,42,9,46789,"Trump",11,43.5085284753525,52.0521764113272,3.16594355911627,1.27335155420396,"Trump",TRUE,2,FALSE,28,6.13158710918783
"Oregon","10/25/2016","10/31/2016","SurveyMonkey","C-",743,51,36,7,47920,"Clinton",4,51.6777573504002,41.0547530514355,4.77204428901207,2.49544530915224,"Clinton",TRUE,6,FALSE,9,2.65348870427454
"Nevada","10/10/2016","10/11/2016","Public Policy Polling","B+",986,47,43,NA,46771,"Clinton",9,48.4521090402887,44.8878016695724,3.36067900150018,3.29941028863871,"Clinton",TRUE,1,FALSE,29,1.66995535493055
"Maryland","10/25/2016","10/31/2016","SurveyMonkey","C-",740,63,27,6,47903,"Clinton",4,57.4651532395085,38.0510988549121,3.09702040217232,1.38672750340704,"Clinton",TRUE,6,FALSE,9,6.49630840441043
"U.S.","10/17/2016","10/20/2016","American Research Group","C+",1006,49,42,NA,47164,"Trump",6,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,3,TRUE,20,3.81052944610152
"New Hampshire","10/26/2016","10/30/2016","Rasmussen Reports/Pulse Opinion Research","C+",525,46,40,6,47863,"Clinton",6,47.6194185051883,47.2522607462307,0,5.12832074858097,"Clinton",TRUE,4,FALSE,10,4.95722641713968
"Michigan","10/25/2016","10/26/2016","Emerson College","B",500,50,43,3,47653,"Trump",8,47.3454835003621,47.5839648192559,3.61225188120069,1.45829979918132,"Clinton",FALSE,1,FALSE,14,2.61691106669815
"New Jersey","10/25/2016","10/31/2016","SurveyMonkey","C-",724,55,35,4,47913,"Clinton",4,55.0153705155497,41.7838832314301,1.86930612673621,1.33144012628394,"Clinton",TRUE,6,FALSE,9,2.97664920674788
"Wisconsin","10/6/2016","10/9/2016","Marquette University","A",878,44,37,9,46767,"Trump",11,46.9401824344058,47.8658366784169,3.61479579708078,1.57918509009651,"Clinton",FALSE,3,FALSE,31,6.39707443858064
"Alaska","10/25/2016","10/27/2016","Google Consumer Surveys","B",446,38,39,11,47764,"Trump",8,37.7175693869937,52.8878128700504,5.91796843317599,3.47664930977988,"Trump",TRUE,2,FALSE,13,6.41742501662692
"Utah","10/17/2016","10/19/2016","Emerson College","B",700,24,27,5,47082,"Trump",8,27.7176079770909,46.2765587365115,3.30438777549909,22.7014455108985,"Trump",TRUE,2,FALSE,21,8.22992631270111
"Florida","10/26/2016","10/30/2016","Rasmussen Reports/Pulse Opinion Research","C+",525,43,48,3,47861,"Trump",6,47.7880523077743,49.0639997869337,2.19465736277199,0.953290542520036,"Trump",TRUE,4,FALSE,10,2.21913157731199
"North Carolina","10/26/2016","10/30/2016","Rasmussen Reports/Pulse Opinion Research","C+",525,44,46,5,47864,"Trump",6,46.702398610986,50.5371564051271,2.76044498388693,6.21724893790088e-15,"Trump",TRUE,4,FALSE,10,3.15970334407538
"Nevada","10/26/2016","10/30/2016","Rasmussen Reports/Pulse Opinion Research","C+",525,43,41,9,47862,"Clinton",6,48.4521090402887,44.8878016695724,3.36067900150018,3.29941028863871,"Clinton",TRUE,4,FALSE,10,4.99307723612031
"Ohio","10/26/2016","10/30/2016","Rasmussen Reports/Pulse Opinion Research","C+",525,48,41,4,47865,"Trump",6,43.5085284753525,52.0521764113272,3.16594355911627,1.27335155420396,"Clinton",FALSE,4,FALSE,10,5.45923479228614
"Pennsylvania","10/26/2016","10/30/2016","Rasmussen Reports/Pulse Opinion Research","C+",525,44,42,5,47866,"Trump",6,47.6491459868307,48.7921070761378,2.38945466136537,1.16929227566609,"Clinton",FALSE,4,FALSE,10,4.35059946720106
"Michigan","10/30/2016","10/30/2016","Mitchell Research & Communications","D",953,47,41,6,47870,"Trump",2,47.3454835003621,47.5839648192559,3.61225188120069,1.45829979918132,"Clinton",FALSE,0,FALSE,10,3.10573214613911
"Arizona","10/21/2016","10/24/2016","Monmouth University","A+",401,45,46,4,47340,"Trump",12,45.3871175726315,49.5030565102942,3.88552508471454,1.22430083235974,"Trump",TRUE,3,FALSE,16,1.33488299940373
"Georgia","10/20/2016","10/20/2016","Landmark Communications","B",600,43,47,5,47169,"Trump",8,45.5955036326511,51.3361495189058,3.06834684844316,-8.88178419700125e-16,"Trump",TRUE,0,FALSE,20,2.95443543437123
"Oregon","10/10/2016","10/12/2016","SurveyUSA","A",654,48,38,6,46794,"Clinton",11,51.6777573504002,41.0547530514355,4.77204428901207,2.49544530915224,"Clinton",TRUE,2,FALSE,28,2.65348870427454
"Pennsylvania","10/20/2016","10/26/2016","Muhlenberg College","A",420,45,39,8,47708,"Trump",11,47.6491459868307,48.7921070761378,2.38945466136537,1.16929227566609,"Clinton",FALSE,6,FALSE,14,6.01726613386773
"Wisconsin","10/13/2016","10/16/2016","St. Norbert College","A-",664,47,39,1,47014,"Trump",10,46.9401824344058,47.8658366784169,3.61479579708078,1.57918509009651,"Clinton",FALSE,3,FALSE,24,3.84681668036396
"Texas","10/7/2016","10/15/2016","University of Houston","B",1000,38,41,4,47033,"Trump",8,43.4921221065053,52.5298775329998,3.17613550827417,0.801864852220728,"Trump",TRUE,8,FALSE,25,5.94862137707698
"New Hampshire","10/25/2016","10/31/2016","SurveyMonkey","C-",659,48,35,10,47912,"Clinton",4,47.6194185051883,47.2522607462307,0,5.12832074858097,"Clinton",TRUE,6,FALSE,9,7.54428074701414
"Indiana","10/25/2016","10/31/2016","SurveyMonkey","C-",674,37,51,10,47897,"Trump",4,37.9111684702845,57.1713233033153,4.91750822640023,-2.66453525910038e-15,"Trump",TRUE,6,FALSE,9,4.05499451573318
"Mississippi","10/25/2016","10/31/2016","SurveyMonkey","C-",648,41,48,6,47907,"Trump",4,39.7253795614224,58.337453471105,1.18565383791908,0.751513129553467,"Trump",TRUE,6,FALSE,9,5.47547335725449
"Texas","10/10/2016","10/12/2016","SurveyUSA","A",638,43,47,3,46796,"Trump",11,43.4921221065053,52.5298775329998,3.17613550827417,0.801864852220728,"Trump",TRUE,2,FALSE,28,2.06604504925976
"Nevada","10/10/2016","10/15/2016","CNN/Opinion Research Corp.","A-",698,46,44,7,46884,"Clinton",10,48.4521090402887,44.8878016695724,3.36067900150018,3.29941028863871,"Clinton",TRUE,5,FALSE,25,2.32641056945364
"Missouri","10/25/2016","10/31/2016","SurveyMonkey","C-",671,39,46,10,47908,"Trump",4,35.6597126507933,59.3112835038455,3.60576014984977,1.42324369551143,"Trump",TRUE,6,FALSE,9,7.68193690106751
"Idaho","10/25/2016","10/27/2016","Google Consumer Surveys","B",417,29,41,9,47763,"Trump",8,27.5599177606486,59.1656919511504,4.10557440409163,9.16881588410936,"Trump",TRUE,2,FALSE,13,8.16673326213672
"Colorado","10/10/2016","10/16/2016","Quinnipiac University","A-",685,45,37,10,46941,"Clinton",10,47.2206316044567,44.4165016875749,5.04720714664019,3.31565956132825,"Clinton",TRUE,6,FALSE,24,4.86330871513046
"North Carolina","10/20/2016","10/23/2016","Monmouth University","A+",402,47,46,4,47254,"Trump",12,46.702398610986,50.5371564051271,2.76044498388693,6.21724893790088e-15,"Clinton",FALSE,3,FALSE,17,2.02477093675138
"U.S.","10/12/2016","10/17/2016","Public Religion Research Institute","",692,51,36,NA,47064,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,5,TRUE,23,7.81052944610152
"Kansas","10/11/2016","10/15/2016","SurveyUSA","A",581,36,47,7,47063,"Trump",11,36.1583516614755,57.1863316081779,4.67666193316788,1.97865479717873,"Trump",TRUE,4,FALSE,25,4.22267377882851
"North Carolina","10/17/2016","10/18/2016","The Times-Picayune/Lucid","",924,42,41,8,47252,"Trump",NA,46.702398610986,50.5371564051271,2.76044498388693,6.21724893790088e-15,"Clinton",FALSE,1,FALSE,22,6.49303667740872
"Wisconsin","10/27/2016","10/28/2016","Emerson College","B",400,48,42,9,47758,"Trump",8,46.9401824344058,47.8658366784169,3.61479579708078,1.57918509009651,"Clinton",FALSE,1,FALSE,12,4.10361948231011
"Florida","10/17/2016","10/18/2016","The Times-Picayune/Lucid","",892,45,39,6,47250,"Trump",NA,47.7880523077743,49.0639997869337,2.19465736277199,0.953290542520036,"Clinton",FALSE,1,FALSE,22,5.55246491064532
"Florida","10/10/2016","10/16/2016","Quinnipiac University","A-",660,48,44,4,46942,"Trump",10,47.7880523077743,49.0639997869337,2.19465736277199,0.953290542520036,"Clinton",FALSE,6,FALSE,24,2.36043003879582
"Pennsylvania","10/10/2016","10/16/2016","Quinnipiac University","A-",660,47,41,6,46944,"Trump",10,47.6491459868307,48.7921070761378,2.38945466136537,1.16929227566609,"Clinton",FALSE,6,FALSE,24,4.01726613386773
"Nevada","10/10/2016","10/11/2016","Clarity Campaign Labs","B",1010,43,43,NA,46779,"Clinton",8,48.4521090402887,44.8878016695724,3.36067900150018,3.29941028863871,"Clinton",TRUE,1,FALSE,29,3.66995535493055
"Georgia","10/17/2016","10/18/2016","The Times-Picayune/Lucid","",807,44,40,8,47251,"Trump",NA,45.5955036326511,51.3361495189058,3.06834684844316,-8.88178419700125e-16,"Clinton",FALSE,1,FALSE,22,5.95443543437123
"U.S.","10/8/2016","10/13/2016","George Washington University (Battleground)","B",1000,47,39,8,46875,"Trump",8,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,5,TRUE,27,4.60788507802974
"Vermont","10/19/2016","10/22/2016","Braun Research","C+",603,50,22,7,47338,"Clinton",6,56.677828384619,30.2674051386222,0,13.0547664767588,"Clinton",TRUE,3,FALSE,18,7.31507784108041
"U.S.","10/18/2016","10/23/2016","Centre College","",569,44.9,40,6,47255,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,5,TRUE,17,4.30788507802974
"North Carolina","10/14/2016","10/17/2016","National Research, Inc.","B+",600,44,42,5,47085,"Trump",9,46.702398610986,50.5371564051271,2.76044498388693,6.21724893790088e-15,"Clinton",FALSE,3,FALSE,23,4.49303667740872
"Colorado","10/12/2016","10/13/2016","Gravis Marketing","B-",1226,44,39,6,46862,"Clinton",7,47.2206316044567,44.4165016875749,5.04720714664019,3.31565956132825,"Clinton",TRUE,1,FALSE,27,3.19664204846379
"Connecticut","10/25/2016","10/31/2016","SurveyMonkey","C-",554,51,39,5,47889,"Clinton",4,54.5250895777233,41.0056213108389,0,4.46928911143775,"Clinton",TRUE,6,FALSE,9,3.51023696285408
"Tennessee","10/25/2016","10/31/2016","SurveyMonkey","C-",550,38,51,6,47925,"Trump",4,34.8981020175145,61.0700485492965,2.82063242471599,1.21121700847309,"Trump",TRUE,6,FALSE,9,5.45043803568868
"Ohio","10/10/2016","10/16/2016","Quinnipiac University","A-",624,45,45,6,46943,"Trump",10,43.5085284753525,52.0521764113272,3.16594355911627,1.27335155420396,"Clinton",FALSE,6,FALSE,24,3.79256812561947
"Oklahoma","10/18/2016","10/20/2016","SoonerPoll.com","B",530,29.6,59.6,4.5,47238,"Trump",8,29.0505259590043,65.1800005160905,5.7694735249052,-8.88178419700125e-15,"Trump",TRUE,2,FALSE,20,2.46631602733048
"Virginia","10/17/2016","10/18/2016","The Times-Picayune/Lucid","",802,43,38,9,47249,"Clinton",NA,45.9096642176103,48.844086543126,3.0738862379495,2.17236300131419,"Clinton",TRUE,1,FALSE,22,6.55995484092894
"Indiana","10/22/2016","10/24/2016","Gravis Marketing","B-",596,38,49,5,47342,"Trump",7,37.9111684702845,57.1713233033153,4.91750822640023,-2.66453525910038e-15,"Trump",TRUE,2,FALSE,16,2.78088220221019
"Missouri","10/17/2016","10/19/2016","Emerson College","B",600,39,47,5,47081,"Trump",8,35.6597126507933,59.3112835038455,3.60576014984977,1.42324369551143,"Trump",TRUE,2,FALSE,21,5.68193690106751
"North Carolina","9/29/2016","10/2/2016","Selzer & Company","A+",805,44,43,6,46385,"Trump",12,46.702398610986,50.5371564051271,2.76044498388693,6.21724893790088e-15,"Clinton",FALSE,3,FALSE,38,4.49303667740872
"Iowa","10/3/2016","10/6/2016","Selzer & Company","A+",642,39,43,6,46562,"Trump",12,42.1802084413564,51.7812791662346,3.71525977392928,2.32325261847972,"Trump",TRUE,3,FALSE,34,4.74874261122058
"New Hampshire","10/26/2016","10/28/2016","Praecones Analytica","",408,42.9,44.6,4.4,47793,"Clinton",NA,47.6194185051883,47.2522607462307,0,5.12832074858097,"Trump",FALSE,2,FALSE,12,3.92389308380634
"Alabama","10/25/2016","10/31/2016","SurveyMonkey","C-",485,35,55,5,47883,"Trump",4,34.5537529503192,62.8884135764003,2.11094884188695,0.446884631393557,"Trump",TRUE,6,FALSE,9,3.74123726139808
"Arkansas","10/25/2016","10/31/2016","SurveyMonkey","C-",484,39,52,5,47886,"Trump",4,33.7643222155259,60.4362726044055,2.63157894736842,3.16782623270013,"Trump",TRUE,6,FALSE,9,5.34679048050372
"Louisiana","10/19/2016","10/21/2016","Southern Media & Opinion Research","B-",500,35,50,4.8,47531,"Trump",7,38.4417482334054,58.0967026855393,0,3.46154908105528,"Trump",TRUE,2,FALSE,19,5.44615030631491
"Pennsylvania","10/7/2016","10/10/2016","The Times-Picayune/Lucid","",1457,47,38,7,47173,"Trump",NA,47.6491459868307,48.7921070761378,2.38945466136537,1.16929227566609,"Clinton",FALSE,3,FALSE,30,5.35059946720106
"South Dakota","10/24/2016","10/26/2016","Nielson Brothers Polling","C-",600,35,49,7,47873,"Trump",4,31.7370496180215,61.5329944574608,5.63306823187325,1.09688769264444,"Trump",TRUE,2,FALSE,14,5.72095886918869
"Washington","10/6/2016","10/13/2016","YouGov","B",750,53,39,NA,47628,"Clinton",8,55.0233683188114,37.8002882146734,4.76808885982145,2.40825460669369,"Clinton",TRUE,7,FALSE,27,1.61154005206901
"Massachusetts","10/13/2016","10/16/2016","MassINC Polling Group","A-",502,54,28,9,47008,"Clinton",10,60.7999118683992,33.5156617714637,4.2327924442006,1.45163391593644,"Clinton",TRUE,3,FALSE,24,5.69426039855412
"Oklahoma","10/25/2016","10/31/2016","SurveyMonkey","C-",472,31,54,12,47919,"Trump",4,29.0505259590043,65.1800005160905,5.7694735249052,-8.88178419700125e-15,"Trump",TRUE,6,FALSE,9,6.45333367739368
"Alaska","10/21/2016","10/26/2016","Craciun Research","",400,47,43,7,47761,"Trump",NA,37.7175693869937,52.8878128700504,5.91796843317599,3.47664930977988,"Clinton",FALSE,5,FALSE,14,6.75075834996026
"Hawaii","10/25/2016","10/31/2016","SurveyMonkey","C-",467,51,32,7,47894,"Clinton",4,62.3160973292359,30.0994175487562,3.67533168049803,3.90915344150992,"Clinton",TRUE,6,FALSE,9,5.5137826999939
"Pennsylvania","10/3/2016","10/6/2016","Marist College","A",709,49,37,6,46567,"Trump",11,47.6491459868307,48.7921070761378,2.38945466136537,1.16929227566609,"Clinton",FALSE,3,FALSE,34,5.58450214264725
"Ohio","10/17/2016","10/19/2016","Suffolk University","B+",500,45,45,2,47094,"Trump",9,43.5085284753525,52.0521764113272,3.16594355911627,1.27335155420396,"Clinton",FALSE,2,FALSE,21,3.23653049836366
"Delaware","10/25/2016","10/31/2016","SurveyMonkey","C-",458,50,38,6,47891,"Clinton",4,53.355000169862,41.9226108915488,3.34084500662462,1.38154393196462,"Clinton",TRUE,6,FALSE,9,3.31225535159538
"Ohio","10/5/2016","10/7/2016","YouGov","B",997,46,42,5,46571,"Trump",8,43.5085284753525,52.0521764113272,3.16594355911627,1.27335155420396,"Clinton",FALSE,2,FALSE,33,4.79256812561947
"Wisconsin","10/5/2016","10/7/2016","YouGov","B",993,43,39,4,46569,"Trump",8,46.9401824344058,47.8658366784169,3.61479579708078,1.57918509009651,"Clinton",FALSE,2,FALSE,33,4.39707443858064
"Florida","10/21/2016","10/23/2016","Florida Atlantic University","C+",500,46.2,43.3,2.7,47524,"Trump",6,47.7880523077743,49.0639997869337,2.19465736277199,0.953290542520036,"Clinton",FALSE,2,FALSE,17,2.61913157731199
"Idaho","10/25/2016","10/31/2016","SurveyMonkey","C-",447,31,49,10,47895,"Trump",4,27.5599177606486,59.1656919511504,4.10557440409163,9.16881588410936,"Trump",TRUE,6,FALSE,9,6.50006659547006
"Wisconsin","10/15/2016","10/18/2016","Monmouth University","A+",403,47,40,6,47076,"Trump",12,46.9401824344058,47.8658366784169,3.61479579708078,1.57918509009651,"Clinton",FALSE,3,FALSE,22,3.43695281564345
"Ohio","10/7/2016","10/10/2016","The Times-Picayune/Lucid","",1304,44,39,7,47172,"Trump",NA,43.5085284753525,52.0521764113272,3.16594355911627,1.27335155420396,"Clinton",FALSE,3,FALSE,30,5.79256812561947
